Timestamp (seconds),Speed (km/h),Latitude coordinate (degrees),Longitude coordinate (degrees),Altitude (meters),Vertical accuracy (degrees),Horizontal accuracy (degrees),Course (degrees),Difcourse: course variation (degrees),Boolean of system activated (1 if >50km/h),Acceleration in X (Gs),Acceleration in Y (Gs),Acceleration in Z (Gs),Acceleration in X filtered by KF (Gs),Acceleration in Y filtered by KF (Gs),Acceleration in Z filtered by KF (Gs),Roll (degrees),Pitch (degrees),Yaw (degrees),X: car position relative to lane center (meters),Phi: car angle relative to lane curvature (degrees),W: road width (meters),"State of the lane det. algorithm [-1=calibrating, 0=initializing, 1=undetected, 2=detected/running]",Distance to ahead vehicle in current lane (meters) [value -1 means no car is detected in front],Time of impact to ahead vehicle (seconds) [distance related to own speed],Number of detected vehicles in this frame (traffic),GPS speed (km/h) [same as in RAW GPS],Maximum allowed speed of current road (km/h),"Reliability of obtained maxspeed (0=unknown, 1=reliable, 2=used previously obtained maxspeed,3=estimated by type of road)","Type of road (1, trunk, secondary...)",Number of lanes in current road,"Estimated current lane (1=right lane, 2=first left lane, 3=second left lane, etc) [experimental]",GPS Latitude used to query OSM (degrees),GPS Longitude used to query OSM (degrees),OSM delay to answer query (seconds),GPS speed (km/h) [same as in RAW GPS]],Behavior
106.87,114.5,40.495678,-3.383837,593.7,4,5,234.1,1.406,1,-0.081,0.005,-0.006,-0.008,0.02,-0.008,-1.546,0.062,-0.576,0.211,0.012,3.356,2,-1,-1,1,114.5,120,1,1,3,1,40.495846,-3.383533,0.958,114.5,0
107.88,114.4,40.495522,-3.384142,594.1,4,5,233.8,1.055,1,0.003,0.031,0.001,0.01,0.033,-0.002,-1.545,0.052,-0.574,0.177,-0.005,3.181,1,-1,-1,0,114.5,120,1,1,3,1,40.495678,-3.383838,0.699,114.5,0
108.89,114.4,40.49535,-3.384444,593.7,4,5,233.8,0.352,1,-0.008,0.013,0.01,-0.024,-0.008,-0.001,-1.537,0.062,-0.569,0.181,0.011,3.191,2,-1,-1,1,114.4,120,1,1,3,1,40.495522,-3.384143,1.009,114.4,0
109.87,112.6,40.495171,-3.384761,593.3,4,5,232.7,1.055,1,0.038,0.022,-0.004,-0.003,0.019,-0.003,-1.542,0.035,-0.566,0.11,0.018,3.374,2,-1,-1,1,112.6,120,1,1,3,1,40.495171,-3.384761,0.791,112.6,0
110.87,112.9,40.495003,-3.385071,593.6,4,5,233.1,0.703,1,-0.021,-0.005,0.017,-0.011,0.001,0.007,-1.542,0.041,-0.567,0.09,-0.006,3.381,2,-1,-1,2,112.9,120,1,1,3,1,40.495171,-3.384761,0.791,112.6,0
111.9,113.3,40.494823,-3.385368,593.4,4,5,232,1.055,1,0.007,0.016,0.005,-0.011,-0.004,-0.001,-1.545,0.043,-0.559,0.13,-0.005,3.397,2,-1,-1,2,113.3,120,1,1,3,1,40.495003,-3.385071,0.825,112.9,0
112.87,113.3,40.49464,-3.385658,593.3,4,5,231.3,1.758,1,-0.043,0.01,-0.006,-0.004,0.024,0.008,-1.542,0.039,-0.558,0,0,3.292,2,-1,-1,2,113.3,120,1,1,3,1,40.494823,-3.385368,1.04,113.3,0
113.91,113.3,40.494465,-3.385944,593.2,4,5,231.3,0.703,1,-0.007,-0.005,0.023,-0.011,-0.013,0.017,-1.551,0.032,-0.558,-0.06,0.021,3.304,2,-1,-1,1,113.3,120,1,1,3,1,40.494823,-3.385368,1.04,113.3,0
114.88,113.8,40.494286,-3.386226,592.6,3,5,231.3,0,1,-0.025,0.002,0.027,-0.001,0.013,0.017,-1.558,0.027,-0.561,0,0.039,3.286,2,-1,-1,1,113.8,120,1,1,3,1,40.494465,-3.385944,1.293,113.8,0
115.89,114.3,40.494106,-3.386519,592.4,3,5,231,0.352,1,-0.038,-0.022,-0.013,-0.019,-0.016,0.005,-1.571,0.045,-0.557,-0.11,0.035,3.18,2,-1,-1,1,114.3,120,1,1,3,1,40.494465,-3.385944,1.293,113.8,0
116.87,115.1,40.493916,-3.386803,592.6,4,5,230.6,0.703,1,0.013,-0.007,-0.002,-0.011,0.01,0.001,-1.577,0.035,-0.558,0.05,0.041,3.217,2,-1,-1,1,114.3,120,1,1,3,1,40.494106,-3.386519,1.05,115.1,0
117.87,116.2,40.493729,-3.387081,593.1,4,5,229.9,1.055,1,0.045,0.051,-0.034,0.023,0.027,-0.018,-1.574,0.045,-0.555,0.03,0.009,3.245,2,-1,-1,1,115.1,120,1,1,3,1,40.493729,-3.387081,0.908,116.2,0
118.88,116.9,40.493534,-3.387376,593.7,4,5,229.9,0.703,1,0.019,-0.005,-0.006,0.017,-0.013,-0.005,-1.565,0.031,-0.557,0.07,0.004,3.248,2,-1,-1,1,116.2,120,1,1,3,1,40.493729,-3.387081,0.908,116.2,0
119.88,117.5,40.49334,-3.387671,593.1,4,5,229.1,0.858,1,-0.015,-0.04,0.008,0.003,-0.032,0.01,-1.563,0.039,-0.552,0.1,0.024,3.228,2,-1,-1,1,117.5,120,1,1,3,1,40.493534,-3.387377,0.716,116.9,0
120.88,117.8,40.493145,-3.387969,593,4,5,228.9,1.055,1,-0.036,-0.003,-0.012,-0.014,-0.006,-0.004,-1.559,0.031,-0.551,0.09,-0.017,3.297,2,-1,-1,1,117.5,120,1,1,3,1,40.49334,-3.387672,0.722,117.5,0
121.9,118.2,40.492943,-3.388267,593.2,4,5,228.9,0.197,1,0.052,0.039,0,0.052,0.02,0.007,-1.555,0.03,-0.551,0.05,-0.01,3.297,2,-1,-1,1,117.8,120,1,1,3,1,40.493145,-3.387969,0.657,117.8,0
122.94,118,40.492752,-3.388546,592.3,6,5,227.7,1.14,1,-0.009,-0.002,-0.018,-0.029,0.001,-0.016,-1.551,0.027,-0.549,0.05,-0.041,3.449,2,-1,-1,2,118,120,1,1,3,1,40.492943,-3.388267,0.887,118.2,0
123.88,118.3,40.492561,-3.38883,592.3,6,5,227.1,1.719,1,-0.054,-0.021,-0.02,-0.027,-0.015,-0.011,-1.549,0.016,-0.552,-0.13,0.027,3.35,2,-1,-1,1,118.3,120,1,1,3,1,40.492752,-3.388546,0.692,118,0
124.88,118.7,40.492359,-3.389119,592.6,6,5,227.1,0.579,1,0.048,-0.024,-0.001,0.014,-0.018,-0.002,-1.55,0.012,-0.553,-0.11,0.038,3.241,2,-1,-1,2,118.3,120,1,1,3,1,40.492561,-3.38883,0.818,118.3,0
125.88,117.7,40.492165,-3.38941,593,6,5,227.1,0,1,-0.039,-0.006,-0.011,0,-0.015,-0.005,-1.547,0.032,-0.553,-0.15,0.045,3.312,2,-1,-1,2,117.7,120,1,1,3,1,40.492359,-3.389119,0.642,118.7,0
126.91,118.4,40.491966,-3.389699,592.3,6,5,226.6,0.511,1,-0.022,-0.005,-0.003,-0.007,0.002,-0.002,-1.547,0.004,-0.558,-0.06,0.032,3.347,2,-1,-1,2,118.4,120,1,1,3,1,40.492165,-3.38941,0.9,117.7,0
127.91,118.5,40.491764,-3.389988,592.2,6,5,226.1,1.032,1,-0.023,0.001,0.013,-0.036,-0.001,0.008,-1.551,0.016,-0.559,-0.08,0.108,3.405,1,-1,-1,2,118.5,120,1,1,3,1,40.491966,-3.389699,0.829,118.4,0
128.91,118.6,40.491558,-3.390271,591.6,6,5,226.1,0.521,1,-0.067,0.011,-0.021,-0.002,-0.002,-0.016,-1.551,0.032,-0.556,0.02,0.04,3.35,2,-1,-1,2,118.6,120,1,1,3,1,40.491764,-3.389988,1.922,118.6,0
129.88,117.6,40.491348,-3.390556,591.8,6,5,226.1,0,1,-0.007,-0.018,0.009,0.002,0.003,0.002,-1.544,0.029,-0.56,0.101,-0.006,3.364,2,-1,-1,2,117.6,120,1,1,3,1,40.491764,-3.389988,1.922,118.6,0
130.88,117.7,40.491138,-3.390833,591.1,6,5,226.1,0,1,0.049,0.025,-0.015,0.021,0.042,-0.004,-1.541,0.021,-0.568,0,-0.012,3.367,2,81.61,2.5,2,117.6,120,1,1,3,1,40.491348,-3.390557,1.265,117.7,0
131.88,117.9,40.490936,-3.391115,590.8,6,5,226.1,0,1,0.034,-0.025,0.005,-0.011,-0.011,0.006,-1.547,0.02,-0.576,0.04,0.012,3.333,2,-1,-1,1,117.9,120,1,1,3,1,40.490936,-3.391115,0.752,117.9,0
132.87,118.1,40.490719,-3.391402,590.6,6,5,226.1,0,1,-0.057,0.012,0.011,-0.03,0.002,0.002,-1.546,0.017,-0.583,0.08,0.02,3.282,2,88.59,2.7,1,118.1,120,1,1,3,1,40.490936,-3.391115,0.752,117.9,0
133.88,118.1,40.490513,-3.39168,590.3,6,5,225,1.115,1,0.031,-0.03,-0.004,0.013,-0.013,-0.007,-1.552,0.022,-0.587,0.14,-0.008,3.331,2,89.77,2.74,1,118.1,120,1,1,3,1,40.490719,-3.391402,0.951,118.1,0
134.87,117.8,40.490318,-3.391951,590.3,6,5,225.9,0.919,1,-0.002,-0.002,0.015,0.01,-0.005,0.006,-1.552,0.045,-0.58,-0.03,-0.036,3.262,2,96.38,2.94,1,118.1,120,1,1,3,1,40.490513,-3.391681,1.915,117.8,0
135.88,117.9,40.490105,-3.392232,589.9,6,5,225.9,0.919,1,-0.031,0.061,0.008,-0.004,0.042,0.006,-1.555,0.043,-0.58,-0.591,-0.04,3.297,2,-1,-1,1,117.9,120,1,1,3,1,40.490513,-3.391681,1.915,117.8,0
136.95,117.9,40.489902,-3.3925,589.7,6,5,225.9,0,1,0.026,0.019,0.001,0.015,0.015,-0.004,-1.557,0.017,-0.589,-1.238,-0.023,3.357,2,-1,-1,1,117.9,120,1,1,3,1,40.490105,-3.392232,1.206,117.9,0
137.88,119.2,40.4897,-3.392772,589.6,6,5,225.9,0,1,-0.011,-0.004,-0.015,-0.012,0.008,-0.007,-1.561,0.011,-0.597,0,0,3.322,0,76.68,2.34,2,117.9,120,1,1,3,2,40.4897,-3.392772,0.746,119.2,0
138.88,118.9,40.489506,-3.393032,589.4,4,5,225.9,0.048,1,-0.046,0.017,-0.007,-0.033,-0.002,-0.007,-1.561,0.016,-0.604,0,0,3.32,0,106.84,3.24,2,118.9,120,1,1,3,2,40.4897,-3.392772,0.746,119.2,0
139.87,119.8,40.4893,-3.393304,589.9,4,5,225.9,0.048,1,0.032,0.021,-0.017,0.017,0.011,0.007,-1.566,0.007,-0.615,0.359,-0.004,3.326,1,107.6,3.26,2,118.9,120,1,1,3,2,40.489506,-3.393032,0.807,118.9,0
140.89,120.2,40.489105,-3.393589,589.4,4,5,226.1,0.247,1,0.003,0.05,-0.004,-0.032,0.034,-0.002,-1.567,-0.009,-0.628,0,-0.044,3.364,2,101.55,3.04,1,120.2,120,1,1,3,2,40.4893,-3.393304,0.899,119.8,0
141.87,121.3,40.488899,-3.393865,588.9,4,5,226.1,0.247,1,-0.015,-0.012,-0.005,-0.01,-0.013,-0.006,-1.567,0,-0.638,-0.18,-0.004,3.362,2,99.77,2.99,1,120.2,120,1,1,3,2,40.489105,-3.393589,1.032,121.3,0
142.9,122.2,40.488674,-3.394155,589.2,4,5,226.1,0.062,1,0.007,0.022,-0.004,0.014,0.002,-0.009,-1.562,0.002,-0.647,-0.09,0.023,3.41,2,107.29,3.18,1,121.3,120,1,1,3,2,40.489105,-3.393589,1.032,121.3,0
143.87,121.8,40.488457,-3.394449,588.6,6,5,226.1,0.062,1,-0.01,-0.026,-0.005,-0.01,-0.003,-0.006,-1.558,0.007,-0.65,-0.109,0.103,3.309,2,102.47,3.03,1,121.8,120,1,1,3,2,40.488674,-3.394155,1.272,121.8,0
144.89,122.6,40.488247,-3.394743,588.3,4,5,226.4,0.352,1,0.005,0,-0.007,-0.02,-0.005,-0.007,-1.559,0.023,-0.65,-0.02,0.072,3.372,1,120.89,3.57,1,121.8,120,1,1,3,2,40.488674,-3.394155,1.272,121.8,0
145.89,122.6,40.488037,-3.395039,588.7,4,5,226.4,0.352,1,0.003,-0.025,0.007,-0.021,-0.011,0.001,-1.562,0.027,-0.646,-0.08,0.063,3.365,1,138.44,4.06,1,122.6,120,1,1,3,2,40.488247,-3.394743,1.332,122.6,0
146.91,122.3,40.487823,-3.395322,588.5,4,5,225.7,0.703,1,-0.015,0.007,-0.026,-0.013,0.013,-0.016,-1.567,0.014,-0.648,-0.119,0.056,3.339,1,125.62,3.7,1,122.3,120,1,1,3,2,40.488247,-3.394743,1.332,122.6,0
147.91,123.3,40.487602,-3.395614,588.6,4,5,225.7,0.703,1,-0.018,0.007,-0.015,-0.002,-0.004,-0.014,-1.56,0.028,-0.646,-0.05,0.084,3.335,1,110.63,3.26,1,122.3,120,1,1,3,2,40.487823,-3.395322,0.893,122.3,0
148.87,122.8,40.487373,-3.395904,588.1,6,5,225.4,0.352,1,0.004,-0.01,-0.008,-0.007,-0.016,-0.008,-1.558,0.05,-0.634,-0.03,0.084,3.313,1,95.22,2.79,1,122.8,120,1,1,3,2,40.487602,-3.395614,0.575,123.3,0
149.87,123.7,40.48716,-3.396189,587.9,6,5,224.6,1.055,1,0.07,-0.006,-0.006,0.039,0.001,-0.002,-1.558,0.058,-0.622,0.099,0.059,3.338,1,92.64,2.7,1,123.7,120,1,1,3,2,40.487373,-3.395904,1.724,123.7,0
150.89,123.3,40.486942,-3.396472,587.4,6,5,223.9,1.406,1,-0.023,0.013,-0.007,-0.022,0.004,-0.015,-1.549,0.058,-0.609,0.04,0.062,3.335,2,79.71,2.32,1,123.7,120,1,1,3,2,40.487373,-3.395904,1.724,123.7,0
151.89,122.7,40.486725,-3.396751,588,4,5,222.9,1.758,1,-0.017,0.018,-0.016,-0.009,0.009,-0.02,-1.528,0.055,-0.6,0.06,0.053,3.434,1,75.86,2.22,1,123.3,120,1,1,3,2,40.486942,-3.396472,0.963,123.3,0
152.89,121,40.486507,-3.397017,588,4,5,222.5,1.406,1,-0.003,-0.012,-0.028,0.002,0.003,-0.001,-1.527,0.043,-0.599,-0.02,-0.015,3.405,2,63.04,1.85,1,122.7,120,1,1,3,2,40.486725,-3.396751,0.774,122.7,0
153.89,120.5,40.486282,-3.397284,587.5,6,5,221.8,1.055,1,0.007,-0.001,0.007,0,-0.005,-0.003,-1.525,0.04,-0.595,-0.08,0.04,3.368,1,50.8,1.52,1,120.5,120,1,1,3,2,40.486507,-3.397017,0.688,121,0
154.87,119.6,40.486061,-3.397543,587.1,4,5,221.5,1.055,1,0.014,-0.036,-0.007,-0.014,-0.034,0.001,-1.521,0.053,-0.588,0.04,0.061,3.415,2,43.87,1.31,1,120.5,120,1,1,3,2,40.486282,-3.397284,0.615,120.5,0
155.91,120.7,40.485836,-3.397796,587.7,4,5,220.4,1.406,1,-0.018,-0.058,-0.002,-0.02,-0.041,-0.006,-1.523,0.061,-0.58,0.16,0.042,3.278,2,38.25,1.14,2,120.7,120,1,1,3,2,40.486061,-3.397544,0.639,119.6,0
156.89,118.5,40.485615,-3.398042,587.2,6,5,219.7,1.758,1,0.032,0.024,0.009,0.014,0.022,0.006,-1.525,0.058,-0.573,0.04,0.034,3.295,2,32.03,0.97,2,118.5,120,1,1,3,2,40.485836,-3.397797,0.876,120.7,0
157.89,116.9,40.485394,-3.398287,587.2,6,5,219.4,1.055,1,-0.028,-0.023,0.015,-0.016,-0.011,0.014,-1.532,0.052,-0.573,-0.05,0.043,3.219,2,28.27,0.87,2,116.9,120,1,1,3,2,40.485615,-3.398042,0.592,118.5,0
158.87,117.5,40.485172,-3.398525,586.7,4,5,218.7,1.055,1,0.044,-0.005,0.022,0.006,-0.008,0.02,-1.548,0.05,-0.566,-0.03,0.054,3.215,2,25.2,0.78,2,116.9,120,1,1,3,2,40.485394,-3.398287,1.02,117.5,0
159.89,117.6,40.484943,-3.398759,586.9,4,5,218,1.351,1,0.047,-0.002,0,0.014,0.005,0.004,-1.557,0.049,-0.563,-0.18,0.011,3.3,2,23.79,0.73,2,117.5,120,1,1,3,2,40.484943,-3.398759,0.663,117.6,0
160.86,116.7,40.484699,-3.398974,586.2,4,5,217.3,1.412,1,-0.009,-0.037,0.022,-0.004,-0.024,0.008,-1.557,0.053,-0.561,-0.247,0.066,3.434,2,23.33,0.71,1,117.6,120,1,1,3,2,40.484943,-3.398759,0.663,117.6,0
161.9,117.5,40.484467,-3.399191,586,4,5,216.4,1.623,1,0.035,-0.017,-0.021,0.013,-0.02,-0.017,-1.554,0.079,-0.545,-0.662,-0.031,3.29,2,57.51,1.77,2,116.7,120,1,1,3,2,40.484699,-3.398974,0.589,116.7,0
162.87,118.5,40.484226,-3.399428,586.3,4,5,216.4,0.859,1,-0.061,0.019,-0.029,-0.023,0.026,-0.021,-1.538,0.06,-0.549,-1.254,-0.022,3.458,1,54.65,1.67,2,117.5,120,1,1,3,2,40.484467,-3.399191,0.918,117.5,0
163.87,117.3,40.483967,-3.399662,585.5,6,5,216.8,0.358,1,0.078,0.066,0.017,0.029,0.067,0.004,-1.535,0.007,-0.572,0,0,3.317,0,22.24,0.68,2,118.5,120,1,1,3,3,40.484226,-3.399428,0.723,118.5,0
164.87,117.7,40.483734,-3.399874,584.8,6,5,216.9,0.516,1,0.018,-0.001,0.03,0.02,0.02,0.017,-1.551,-0.017,-0.593,0,0.098,2.865,2,23.6,0.72,2,117.3,120,1,1,3,3,40.483967,-3.399662,1.366,117.7,0
165.87,119.3,40.483479,-3.400107,584.5,6,5,216.9,0.158,1,-0.036,0.001,0.009,-0.022,0.007,0.006,-1.558,-0.011,-0.608,0,0.08,3.195,1,26.62,0.81,2,117.7,120,1,1,3,3,40.483967,-3.399662,1.366,117.7,0
166.87,118.5,40.483231,-3.400343,585.5,4,5,216.9,0,1,0.011,0.004,0.004,-0.012,-0.015,0.003,-1.556,-0.011,-0.623,-0.04,0.04,3.134,2,31.85,0.96,2,119.3,120,1,1,3,3,40.483479,-3.400107,1.314,118.5,0
167.88,119.2,40.482994,-3.40057,586.6,4,5,217.6,0.636,1,0.036,0.022,-0.008,0.034,0.002,0.003,-1.557,-0.004,-0.636,-0.091,0.076,3.165,2,35.91,1.08,2,119.2,120,1,1,3,3,40.483479,-3.400107,1.314,118.5,0
168.92,121.1,40.48275,-3.400831,586.2,4,5,217.6,0.636,1,-0.046,0.001,-0.012,-0.023,-0.001,-0.011,-1.555,0.002,-0.649,-0.099,0.075,3.26,2,45.75,1.36,1,121.1,120,2,1,3,3,40.482994,-3.40057,1.258,121.1,0
169.87,121.9,40.482513,-3.401056,583,4,5,216.7,0.861,1,-0.012,-0.017,-0.015,-0.001,-0.018,-0.013,-1.544,0.015,-0.655,0,0.043,3.229,2,51.9,1.54,1,121.1,120,2,1,3,3,40.482994,-3.40057,1.258,121.1,0
170.87,120.8,40.482273,-3.401291,583.2,4,5,217.3,0.612,1,-0.049,0.014,-0.005,-0.032,0.008,-0.003,-1.541,0.011,-0.662,-0.04,0.057,3.242,2,-1,-1,1,121.9,120,1,1,3,3,40.482513,-3.401056,1.003,120.8,0
171.9,121.9,40.482025,-3.401532,582.7,4,5,216.3,0.96,1,-0.066,0.041,-0.006,-0.026,0.03,-0.01,-1.548,0.005,-0.674,-0.03,0.059,3.214,2,-1,-1,2,120.8,120,1,1,3,3,40.482025,-3.401532,0.986,121.9,0
172.88,121.7,40.481789,-3.401771,582.2,4,5,216.3,0.96,1,-0.002,-0.008,0.002,-0.04,-0.001,0.001,-1.548,-0.017,-0.695,0.301,0.146,3.257,2,-1,-1,2,121.7,120,1,1,3,3,40.482025,-3.401532,0.986,121.9,0
173.89,122.5,40.481548,-3.402012,582.2,4,5,216.3,0,1,-0.016,-0.033,0.011,-0.011,-0.048,0.002,-1.551,-0.018,-0.705,1.019,0.132,3.313,2,-1,-1,2,122.5,120,1,1,3,3,40.481789,-3.401771,0.559,121.7,0
174.9,123,40.481304,-3.402259,581.4,4,5,216.3,0,1,0.042,-0.038,-0.003,0.013,-0.041,-0.008,-1.541,0.006,-0.712,0,0,3.294,0,77.13,2.26,1,123,120,1,1,3,2,40.481548,-3.402012,1.911,123,0
175.87,122.1,40.481052,-3.402517,580.7,4,5,216.3,0,1,-0.015,-0.014,-0.007,-0.006,-0.037,-0.014,-1.534,0.023,-0.704,0,0,3.296,0,76.05,2.24,1,122.1,120,1,1,3,2,40.481548,-3.402012,1.911,123,0
176.87,121.9,40.48082,-3.402749,581,4,5,216.3,0,1,-0.082,-0.014,0.003,-0.038,-0.017,-0.003,-1.53,0.032,-0.7,-0.352,0.043,3.276,2,78.86,2.33,1,121.9,120,1,1,3,2,40.481052,-3.402517,1.364,121.9,0
177.9,121.4,40.480576,-3.403002,581.2,4,5,216.9,0,1,-0.04,0.01,0.011,-0.02,0.009,0.001,-1.534,0.018,-0.701,-0.3,0.096,3.236,2,78,2.3,2,121.9,120,1,1,3,2,40.481052,-3.402517,1.364,121.9,0
178.92,121.4,40.480328,-3.403244,578.4,4,5,216.7,0.312,1,0.027,0.007,0.009,-0.01,-0.002,0.008,-1.534,0.028,-0.701,-0.2,0.082,3.262,2,70.25,2.08,2,121.4,120,1,1,3,2,40.480576,-3.403002,0.897,121.4,0
179.94,120.6,40.480083,-3.403482,578.3,4,5,216.7,0.243,1,-0.019,0.007,-0.003,-0.019,0.019,0.003,-1.529,0.011,-0.709,-0.181,0.035,3.261,2,61.15,1.82,2,120.6,120,1,1,3,2,40.480328,-3.403244,1.422,120.6,0
180.88,120.6,40.479843,-3.403723,578.6,4,5,217.1,0.405,1,-0.03,0.038,0.003,0.003,0.027,0.006,-1.537,-0.006,-0.72,-0.221,0.077,3.259,2,63.18,1.89,2,120.6,120,1,1,3,2,40.480328,-3.403244,1.422,120.6,0
181.87,121.1,40.479607,-3.403955,577.3,4,5,217.1,0.405,1,0.004,0.011,-0.017,0.016,0.022,-0.019,-1.543,-0.02,-0.736,-0.299,0.083,3.406,2,74.04,2.21,1,120.6,120,1,1,3,2,40.479843,-3.403723,0.702,120.6,0
182.89,120.8,40.479359,-3.404217,576.5,4,5,219.4,2.36,1,0.003,0.033,-0.003,-0.022,0.013,0,-1.543,-0.043,-0.757,-0.109,0.114,3.425,2,71.18,2.12,1,121.1,120,1,1,3,2,40.479607,-3.403956,0.686,121.1,0
183.91,120.7,40.47913,-3.404464,576.5,4,5,221.1,4.064,1,-0.051,0.015,-0.017,-0.025,0.017,-0.004,-1.534,-0.053,-0.776,-0.1,0.054,3.307,2,-1,-1,1,120.7,120,1,1,3,2,40.479359,-3.404217,0.803,120.8,0
184.89,120.4,40.478912,-3.404703,575.5,4,5,221.4,2.02,1,0.017,-0.015,-0.001,-0.011,-0.029,-0.006,-1.539,-0.034,-0.79,-0.1,0.037,3.428,2,-1,-1,1,120.7,120,1,1,3,2,40.47913,-3.404464,0.622,120.7,0
185.88,120.5,40.478691,-3.404958,574.3,4,5,221.4,0.316,1,-0.001,0.007,0.011,-0.017,0.022,0.005,-1.534,-0.045,-0.807,-0.081,0.042,3.384,2,-1,-1,1,120.5,120,1,1,3,2,40.478912,-3.404703,0.849,120.4,0
186.88,119.4,40.478481,-3.405209,574.7,4,5,222.5,1.098,1,0.011,0.005,-0.004,0.009,0.013,-0.002,-1.538,-0.048,-0.826,-0.04,0.063,3.302,2,-1,-1,1,119.4,120,1,1,3,2,40.478691,-3.404958,1.283,119.4,0
187.93,120.1,40.478256,-3.405483,574.3,4,5,223.2,1.801,1,0.02,-0.033,0.02,0.002,-0.031,0.011,-1.544,-0.055,-0.839,0.092,0.054,3.346,1,-1,-1,1,119.4,120,1,1,3,2,40.478691,-3.404958,1.283,119.4,0
188.9,119.8,40.47805,-3.405756,573.5,4,5,224.3,1.758,1,0.022,0.001,-0.007,0.016,0.018,-0.004,-1.551,-0.054,-0.849,0.01,0.012,3.326,2,-1,-1,1,120.1,120,1,1,3,2,40.478256,-3.405483,1.165,119.8,0
189.95,120.7,40.477833,-3.40603,573.2,4,5,225,1.758,1,0.023,-0.025,-0.02,0.005,-0.012,-0.017,-1.55,-0.057,-0.863,-0.01,0.025,3.372,2,-1,-1,1,119.8,120,1,1,3,2,40.477833,-3.406031,0.873,120.7,0
190.93,120.8,40.477627,-3.406311,572.3,6,5,226.4,2.109,1,-0.037,-0.007,-0.008,-0.02,-0.011,-0.007,-1.539,-0.064,-0.874,-0.061,0.037,3.361,2,-1,-1,1,120.7,120,1,1,3,2,40.477833,-3.406031,0.873,120.7,0
191.96,119.7,40.477425,-3.406598,571.9,6,5,227.1,2.109,1,0.02,0.021,0.023,-0.002,0.011,0.018,-1.538,-0.048,-0.88,0.01,0.08,3.289,2,-1,-1,1,120.8,120,1,1,3,2,40.477627,-3.406312,0.788,120.8,0
192.93,120.1,40.477226,-3.406875,571.3,4,5,227.8,1.406,1,-0.009,0.026,0.016,-0.013,0.007,0.007,-1.542,-0.047,-0.885,0.04,0.048,3.346,2,-1,-1,0,119.7,120,1,1,3,2,40.477425,-3.406598,1.36,120.1,0
193.92,120.3,40.477024,-3.407166,570.9,4,5,229.2,2.109,1,-0.024,0.029,0.001,-0.027,0.011,-0.001,-1.551,-0.044,-0.887,0.02,0.018,3.413,2,-1,-1,1,120.1,120,1,1,3,2,40.477425,-3.406598,1.36,120.1,0
194.88,120.7,40.476818,-3.407472,570.3,4,5,229.9,2.109,1,-0.003,0.001,-0.014,-0.004,0.004,-0.012,-1.557,-0.047,-0.892,-0.07,0.046,3.307,2,-1,-1,1,120.3,120,1,1,3,2,40.477024,-3.407166,1.065,120.7,0
195.9,120.3,40.476627,-3.407781,570.1,4,5,231,1.758,1,-0.055,0.001,0.005,-0.038,0,0.003,-1.552,-0.062,-0.899,-0.1,0.041,3.262,2,-1,-1,1,120.7,120,1,1,3,2,40.477024,-3.407166,1.065,120.7,0
196.89,119.7,40.476437,-3.408095,570.5,4,5,232,2.109,1,0.014,-0.018,-0.008,-0.01,-0.004,-0.003,-1.548,-0.052,-0.9,-0.151,0.024,3.305,2,-1,-1,1,120.3,120,1,1,3,2,40.476627,-3.407782,1.22,119.7,0
197.88,119.4,40.476269,-3.408421,570.3,4,5,233.1,2.109,1,-0.018,0.008,0.014,-0.025,-0.007,0.01,-1.551,-0.057,-0.904,-0.179,0.026,3.354,2,-1,-1,2,119.4,120,1,1,3,2,40.476627,-3.407782,1.22,119.7,0
198.89,120.1,40.476089,-3.408741,570.6,4,5,234.1,2.109,1,-0.018,0.002,0.004,-0.01,0,0.001,-1.549,-0.061,-0.907,-0.1,0.039,3.401,2,-1,-1,2,119.4,120,1,1,3,2,40.476269,-3.408421,2.29,119.8,0
199.87,119.8,40.47591,-3.409051,569.3,4,5,235.2,2.109,1,0.011,-0.019,-0.008,0.011,-0.025,-0.004,-1.554,-0.048,-0.907,-0.1,0.019,3.282,2,-1,-1,1,120.1,120,1,1,3,2,40.476269,-3.408421,2.29,119.8,0
200.9,120.3,40.475742,-3.409378,568.9,4,5,236.2,2.109,1,-0.076,0.037,0.001,-0.028,0.026,-0.003,-1.552,-0.041,-0.905,-0.04,0.024,3.273,2,-1,-1,1,120.3,120,1,1,3,2,40.476269,-3.408421,2.29,119.8,0
201.88,120.2,40.475571,-3.409701,569.6,4,5,237,1.758,1,-0.003,0.001,-0.006,-0.004,0.002,0.001,-1.555,-0.047,-0.91,-0.09,0.056,3.414,2,-1,-1,1,120.3,120,1,1,3,2,40.475742,-3.409378,1.951,120.2,0
202.9,120.8,40.47541,-3.410026,569.4,4,5,238,1.758,1,-0.004,0.002,0.003,-0.012,0.007,-0.005,-1.561,-0.038,-0.909,-0.229,0.035,3.261,2,-1,-1,1,120.2,120,1,1,3,2,40.475742,-3.409378,1.951,120.2,0
203.89,120.4,40.475246,-3.410353,569,4,5,238.4,1.406,1,-0.048,-0.018,0.005,-0.019,0.002,0.01,-1.57,-0.03,-0.908,-0.371,0.032,3.223,2,-1,-1,0,120.8,120,1,1,3,2,40.47541,-3.410026,0.973,120.8,0
